Site Outdoor Air Drybulb Temperature(Environment),Site Outdoor Air Relative Humidity(Environment),Site Wind Speed(Environment),Site Total Solar Radiation Rate per Area(Environment),Zone People Occupant Count(SPACE1-1)
16.0,100.0,2.35,0.0,0.0
16.0,100.0,2.475,0.0,0.0
16.0,100.0,2.6,0.0,0.0
16.25,98.5,2.325,0.0,0.0
16.5,97.0,2.05,0.0,0.0
16.75,95.5,1.775,0.0,0.0
17.0,94.0,1.5,0.0,0.0
16.75,95.5,1.9,0.0,0.0
16.5,97.0,2.3,0.0,0.0
16.25,98.5,2.7,0.0,0.0
16.0,100.0,3.1,0.0,0.0
15.95,100.0,2.85,0.0,0.0
15.9,100.0,2.6,0.0,0.0
15.85,100.0,2.35,0.0,0.0
15.8,100.0,2.1,0.0,0.0
15.85,100.0,1.85,0.0,0.0
15.9,100.0,1.6,0.0,0.0
15.95,100.0,1.35,81.0,0.0
16.0,100.0,1.1,162.0,0.0
16.25,100.0,0.8250000000000001,243.0,0.0
16.5,100.0,0.55,324.0,0.0
16.75,100.0,0.275,284.0,0.0
17.0,100.0,0.0,244.0,0.0
17.25,98.5,0.0,204.0,0.0
17.5,97.0,0.0,164.0,0.0
17.75,95.5,0.0,213.75,0.0
18.0,94.0,0.0,263.5,0.0
18.25,94.0,0.375,313.25,0.0
18.5,94.0,0.75,363.0,0.0
18.75,94.0,1.125,389.0,0.0
19.0,94.0,1.5,415.0,0.0
19.5,90.0,1.5,441.0,0.0
20.0,86.0,1.5,467.0,0.0
20.5,82.0,1.5,447.5,0.0
21.0,78.0,1.5,428.0,0.0
21.25,78.0,1.125,408.5,0.0
21.5,78.0,0.75,389.0,0.0
21.75,78.0,0.375,420.5,0.0
22.0,78.0,0.0,452.0,0.0
22.25,76.75,0.375,483.5,0.0
22.5,75.5,0.75,515.0,0.0
22.75,74.25,1.125,439.0,0.0
23.0,73.0,1.5,363.0,0.0
22.75,73.0,1.125,287.0,0.0
22.5,73.0,0.75,211.0,0.0
22.25,73.0,0.375,202.75,0.0
22.0,73.0,0.0,194.5,0.0
21.75,75.5,0.0,186.25,0.0
21.5,78.0,0.0,178.0,0.0
21.25,80.5,0.0,310.75,0.0
21.0,83.0,0.0,443.5,0.0
21.5,80.5,0.525,576.25,0.0
22.0,78.0,1.05,709.0,0.0
22.5,75.5,1.575,727.75,0.0
23.0,73.0,2.1,746.5,0.0
22.75,74.25,2.1,765.25,0.0
22.5,75.5,2.1,784.0,0.0
22.25,76.75,2.1,634.25,0.0
22.0,78.0,2.1,484.5,0.0
22.0,78.0,2.225,334.75,0.0
22.0,78.0,2.35,185.0,0.0
22.0,78.0,2.475,151.75,0.0
22.0,78.0,2.6,118.5,0.0
21.25,82.0,2.85,85.25,0.0
20.5,86.0,3.1,52.0,0.0
19.75,90.0,3.35,54.75,0.0
19.0,94.0,3.6,57.5,0.0
19.025,93.75,3.15,60.25,0.0
19.05,93.5,2.7,63.0,0.0
19.075,93.25,2.25,52.0,0.0
19.1,93.0,1.8,41.0,0.0
19.075,93.25,1.35,30.0,0.0
19.05,93.5,0.9,19.0,0.0
19.025,93.75,0.45,0.0,0.0
19.0,94.0,0.0,0.0,0.0
18.75,95.5,0.0,0.0,0.0
18.5,97.0,0.0,0.0,0.0
18.25,98.5,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.0,0.0,0.0
18.0,100.0,0.525,0.0,0.0
18.0,100.0,1.05,0.0,0.0
18.0,100.0,1.575,0.0,0.0
18.0,100.0,2.1,0.0,0.0
18.0,100.0,1.95,0.0,0.0
18.0,100.0,1.8,0.0,0.0
18.0,100.0,1.65,0.0,0.0
18.0,100.0,1.5,0.0,0.0
18.0,100.0,1.125,0.0,0.0
18.0,100.0,0.75,0.0,0.0
18.0,100.0,0.375,0.0,0.0
18.0,100.0,0.0,0.0,0.0
17.75,100.0,0.775,0.0,0.0
17.5,100.0,1.55,0.0,0.0
17.25,100.0,2.325,0.0,0.0
17.0,100.0,3.1,0.0,0.0
17.0,100.0,2.975,0.0,0.0
17.0,100.0,2.85,0.0,0.0
17.0,100.0,2.725,0.0,0.0
17.0,100.0,2.6,0.0,0.0
17.0,100.0,2.325,0.0,0.0
17.0,100.0,2.05,0.0,0.0
17.0,100.0,1.775,22.75,0.0
17.0,100.0,1.5,45.5,0.0
17.25,98.5,1.65,68.25,0.0
17.5,97.0,1.8,91.0,0.0
17.75,95.5,1.95,99.75,0.0
18.0,94.0,2.1,108.5,0.0
18.0,94.0,1.95,117.25,0.0
18.0,94.0,1.8,126.0,0.0
18.0,94.0,1.65,140.5,0.0
18.0,94.0,1.5,155.0,0.0
18.25,92.5,1.775,169.5,11.0
18.5,91.0,2.05,184.0,11.0
18.75,89.5,2.325,192.75,11.0
19.0,88.0,2.6,201.5,11.0
19.0,88.0,2.475,210.25,11.0
19.0,88.0,2.35,219.0,11.0
19.0,88.0,2.225,325.75,11.0
19.0,88.0,2.1,432.5,11.0
19.5,85.5,2.225,539.25,11.0
20.0,83.0,2.35,646.0,11.0
20.5,80.5,2.475,670.0,11.0
21.0,78.0,2.6,694.0,11.0
21.5,74.75,2.475,718.0,8.8
22.0,71.5,2.35,742.0,8.8
22.5,68.25,2.225,786.0,8.8
23.0,65.0,2.1,830.0,8.8
23.25,64.0,2.225,874.0,4.4
23.5,63.0,2.35,918.0,4.4
23.75,62.0,2.475,916.5,4.4
24.0,61.0,2.6,915.0,4.4
24.0,61.0,2.725,913.5,8.8
24.0,61.0,2.85,912.0,8.8
24.0,61.0,2.975,888.25,8.8
24.0,61.0,3.1,864.5,8.8
24.25,60.0,3.475,840.75,11.0
24.5,59.0,3.85,817.0,11.0
24.75,58.0,4.225,804.5,11.0
25.0,57.0,4.6,792.0,11.0
24.75,58.0,3.975,779.5,11.0
24.5,59.0,3.35,767.0,11.0
24.25,60.0,2.725,644.25,11.0
24.0,61.0,2.1,521.5,11.0
23.75,63.0,2.6,398.75,11.0
23.5,65.0,3.1,276.0,11.0
23.25,67.0,3.6,322.0,11.0
23.0,69.0,4.1,368.0,11.0
23.0,69.0,4.1,414.0,11.0
23.0,69.0,4.1,460.0,11.0
23.0,69.0,4.1,446.0,11.0
23.0,69.0,4.1,432.0,11.0
22.75,70.0,3.975,418.0,5.5
22.5,71.0,3.85,404.0,5.5
22.25,72.0,3.725,308.5,5.5
22.0,73.0,3.6,213.0,5.5
21.75,73.0,3.6,117.5,1.1
21.5,73.0,3.6,22.0,1.1
21.25,73.0,3.6,0.0,1.1
21.0,73.0,3.6,0.0,1.1
21.0,73.0,3.35,0.0,1.1
21.0,73.0,3.1,0.0,1.1
21.0,73.0,2.85,0.0,1.1
21.0,73.0,2.6,0.0,1.1
20.5,76.75,2.6,0.0,0.0
20.0,80.5,2.6,0.0,0.0
19.5,84.25,2.6,0.0,0.0
19.0,88.0,2.6,0.0,0.0
19.0,88.0,2.6,0.0,0.0
19.0,88.0,2.6,0.0,0.0
19.0,88.0,2.6,0.0,0.0
19.0,88.0,2.6,0.0,0.0
19.0,88.0,2.725,0.0,0.0
19.0,88.0,2.85,0.0,0.0
19.0,88.0,2.975,0.0,0.0
19.0,88.0,3.1,0.0,0.0
18.5,89.5,2.85,0.0,0.0
18.0,91.0,2.6,0.0,0.0
17.5,92.5,2.35,0.0,0.0
17.0,94.0,2.1,0.0,0.0
17.0,94.0,2.1,0.0,0.0
17.0,94.0,2.1,0.0,0.0
17.0,94.0,2.1,0.0,0.0
17.0,94.0,2.1,0.0,0.0
16.75,95.5,2.225,0.0,0.0
16.5,97.0,2.35,0.0,0.0
16.25,98.5,2.475,0.0,0.0
16.0,100.0,2.6,0.0,0.0
16.0,100.0,2.475,0.0,0.0
16.0,100.0,2.35,0.0,0.0
16.0,100.0,2.225,0.0,0.0
16.0,100.0,2.1,0.0,0.0
16.0,98.5,2.35,0.0,0.0
16.0,97.0,2.6,0.0,0.0
16.0,95.5,2.85,0.0,0.0
16.0,94.0,3.1,0.0,0.0
16.0,95.5,2.975,0.0,0.0
16.0,97.0,2.85,0.0,0.0
16.0,98.5,2.725,61.5,0.0
16.0,100.0,2.6,123.0,0.0
16.25,98.5,2.6,184.5,0.0
16.5,97.0,2.6,246.0,0.0
16.75,95.5,2.6,318.0,0.0
17.0,94.0,2.6,390.0,0.0
17.25,94.0,2.475,462.0,0.0
17.5,94.0,2.35,534.0,0.0
17.75,94.0,2.225,568.0,0.0
18.0,94.0,2.1,602.0,0.0
19.0,88.75,2.225,636.0,11.0
20.0,83.5,2.35,670.0,11.0
21.0,78.25,2.475,714.0,11.0
22.0,73.0,2.6,758.0,11.0
22.5,70.0,2.975,802.0,11.0
23.0,67.0,3.35,846.0,11.0
23.5,64.0,3.725,844.25,11.0
24.0,61.0,4.1,842.5,11.0
24.175,59.5,3.975,840.75,11.0
24.35,58.0,3.85,839.0,11.0
24.525,56.5,3.725,834.75,11.0
24.7,55.0,3.6,830.5,11.0
24.775,53.75,3.475,826.25,8.8
24.85,52.5,3.35,822.0,8.8
24.925,51.25,3.225,849.25,8.8
25.0,50.0,3.1,876.5,8.8
25.5,48.75,3.225,903.75,4.4
26.0,47.5,3.35,931.0,4.4
26.5,46.25,3.475,771.25,4.4
27.0,45.0,3.6,611.5,4.4
27.0,45.75,3.6,451.75,8.8
27.0,46.5,3.6,292.0,8.8
27.0,47.25,3.6,430.25,8.8
27.0,48.0,3.6,568.5,8.8
27.025,48.25,3.675,706.75,11.0
27.05,48.5,3.75,845.0,11.0
27.075,48.75,3.825,688.5,11.0
27.1,49.0,3.9,532.0,11.0
27.075,49.5,3.95,375.5,11.0
27.05,50.0,4.0,219.0,11.0
27.025,50.5,4.05,336.25,11.0
27.0,51.0,4.1,453.5,11.0
27.0,49.5,3.975,570.75,11.0
27.0,48.0,3.85,688.0,11.0
27.0,46.5,3.725,641.75,11.0
27.0,45.0,3.6,595.5,11.0
26.75,46.5,3.6,549.25,11.0
26.5,48.0,3.6,503.0,11.0
26.25,49.5,3.6,470.75,11.0
26.0,51.0,3.6,438.5,11.0
25.75,52.5,3.475,406.25,5.5
25.5,54.0,3.35,374.0,5.5
25.25,55.5,3.225,285.75,5.5
25.0,57.0,3.1,197.5,5.5
24.75,58.0,2.975,109.25,1.1
24.5,59.0,2.85,21.0,1.1
24.25,60.0,2.725,0.0,1.1
24.0,61.0,2.6,0.0,1.1
24.0,61.0,2.325,0.0,1.1
24.0,61.0,2.05,0.0,1.1
24.0,61.0,1.775,0.0,1.1
24.0,61.0,1.5,0.0,1.1
23.25,65.25,1.65,0.0,0.0
22.5,69.5,1.8,0.0,0.0
21.75,73.75,1.95,0.0,0.0
21.0,78.0,2.1,0.0,0.0
21.0,78.0,2.225,0.0,0.0
21.0,78.0,2.35,0.0,0.0
21.0,78.0,2.475,0.0,0.0
21.0,78.0,2.6,0.0,0.0
20.5,80.5,2.725,0.0,0.0
20.0,83.0,2.85,0.0,0.0
19.5,85.5,2.975,0.0,0.0
19.0,88.0,3.1,0.0,0.0
19.0,89.5,2.975,0.0,0.0
19.0,91.0,2.85,0.0,0.0
19.0,92.5,2.725,0.0,0.0
19.0,94.0,2.6,0.0,0.0
18.75,95.5,2.725,0.0,0.0
18.5,97.0,2.85,0.0,0.0
18.25,98.5,2.975,0.0,0.0
18.0,100.0,3.1,0.0,0.0
18.0,98.5,2.975,0.0,0.0
18.0,97.0,2.85,0.0,0.0
18.0,95.5,2.725,0.0,0.0
18.0,94.0,2.6,0.0,0.0
18.0,94.0,2.6,0.0,0.0
18.0,94.0,2.6,0.0,0.0
18.0,94.0,2.6,0.0,0.0
18.0,94.0,2.6,0.0,0.0
18.0,94.0,2.725,0.0,0.0
18.0,94.0,2.85,0.0,0.0
18.0,94.0,2.975,0.0,0.0
18.0,94.0,3.1,0.0,0.0
18.0,94.0,3.225,0.0,0.0
18.0,94.0,3.35,0.0,0.0
18.0,94.0,3.475,52.5,0.0
18.0,94.0,3.6,105.0,0.0
18.25,94.0,3.475,157.5,0.0
18.5,94.0,3.35,210.0,0.0
18.75,94.0,3.225,268.0,0.0
19.0,94.0,3.1,326.0,0.0
19.5,91.25,2.7,384.0,0.0
20.0,88.5,2.3,442.0,0.0
20.5,85.75,1.9,508.0,0.0
21.0,83.0,1.5,574.0,0.0
21.5,81.75,1.65,640.0,11.0
22.0,80.5,1.8,706.0,11.0
22.5,79.25,1.95,740.25,11.0
23.0,78.0,2.1,774.5,11.0
23.75,74.75,2.225,808.75,11.0
24.5,71.5,2.35,843.0,11.0
25.25,68.25,2.475,848.5,11.0
26.0,65.0,2.6,854.0,11.0
26.25,63.25,2.6,859.5,11.0
26.5,61.5,2.6,865.0,11.0
26.75,59.75,2.6,783.75,11.0
27.0,58.0,2.6,702.5,11.0
27.0,58.0,2.725,621.25,8.8
27.0,58.0,2.85,540.0,8.8
27.0,58.0,2.975,605.75,8.8
27.0,58.0,3.1,671.5,8.8
27.25,56.25,3.1,737.25,4.4
27.5,54.5,3.1,803.0,4.4
27.75,52.75,3.1,800.25,4.4
28.0,51.0,3.1,797.5,4.4
28.25,50.25,3.1,794.75,8.8
28.5,49.5,3.1,792.0,8.8
28.75,48.75,3.1,769.0,8.8
29.0,48.0,3.1,746.0,8.8
29.0,48.0,3.225,723.0,11.0
29.0,48.0,3.35,700.0,11.0
29.0,48.0,3.475,712.75,11.0
29.0,48.0,3.6,725.5,11.0
29.0,49.0,3.85,738.25,11.0
29.0,50.0,4.1,751.0,11.0
29.0,51.0,4.35,667.75,11.0
29.0,52.0,4.6,584.5,11.0
28.75,51.75,4.6,501.25,11.0
28.5,51.5,4.6,418.0,11.0
28.25,51.25,4.6,388.25,11.0
28.0,51.0,4.6,358.5,11.0
28.0,52.0,4.225,328.75,11.0
28.0,53.0,3.85,299.0,11.0
28.0,54.0,3.475,304.75,11.0
28.0,55.0,3.1,310.5,11.0
27.75,55.75,3.1,316.25,5.5
27.5,56.5,3.1,322.0,5.5
27.25,57.25,3.1,246.0,5.5
27.0,58.0,3.1,170.0,5.5
26.75,59.75,2.975,94.0,1.1
26.5,61.5,2.85,18.0,1.1
26.25,63.25,2.725,0.0,1.1
26.0,65.0,2.6,0.0,1.1
25.575,66.75,2.675,0.0,1.1
25.15,68.5,2.75,0.0,1.1
24.725,70.25,2.825,0.0,1.1
24.3,72.0,2.9,0.0,1.1
23.975,73.5,2.95,0.0,0.0
23.65,75.0,3.0,0.0,0.0
23.325,76.5,3.05,0.0,0.0
23.0,78.0,3.1,0.0,0.0
23.0,78.0,3.1,0.0,0.0
23.0,78.0,3.1,0.0,0.0
23.0,78.0,3.1,0.0,0.0
23.0,78.0,3.1,0.0,0.0
22.875,78.75,3.1,0.0,0.0
22.75,79.5,3.1,0.0,0.0
22.625,80.25,3.1,0.0,0.0
22.5,81.0,3.1,0.0,0.0
22.375,81.5,3.1,0.0,0.0
22.25,82.0,3.1,0.0,0.0
22.125,82.5,3.1,0.0,0.0
22.0,83.0,3.1,0.0,0.0
21.875,83.75,3.1,0.0,0.0
21.75,84.5,3.1,0.0,0.0
21.625,85.25,3.1,0.0,0.0
21.5,86.0,3.1,0.0,0.0
21.375,86.5,3.1,0.0,0.0
21.25,87.0,3.1,0.0,0.0
21.125,87.5,3.1,0.0,0.0
21.0,88.0,3.1,0.0,0.0
21.0,86.75,3.225,0.0,0.0
21.0,85.5,3.35,0.0,0.0
21.0,84.25,3.475,0.0,0.0
21.0,83.0,3.6,0.0,0.0
20.75,84.25,3.6,0.0,0.0
20.5,85.5,3.6,0.0,0.0
20.25,86.75,3.6,0.0,0.0
20.0,88.0,3.6,0.0,0.0
20.25,86.75,3.725,0.0,0.0
20.5,85.5,3.85,0.0,0.0
20.75,84.25,3.975,78.25,0.0
21.0,83.0,4.1,156.5,0.0
21.0,83.0,4.225,234.75,0.0
21.0,83.0,4.35,313.0,0.0
21.0,83.0,4.475,274.0,0.0
21.0,83.0,4.6,235.0,0.0
21.25,83.0,4.475,196.0,0.0
21.5,83.0,4.35,157.0,0.0
21.75,83.0,4.225,183.5,0.0
22.0,83.0,4.1,210.0,0.0
22.25,81.75,3.6,236.5,11.0
22.5,80.5,3.1,263.0,11.0
22.75,79.25,2.6,273.0,11.0
23.0,78.0,2.1,283.0,11.0
23.25,77.0,2.725,293.0,11.0
23.5,76.0,3.35,303.0,11.0
23.75,75.0,3.975,354.5,11.0
24.0,74.0,4.6,406.0,11.0
24.0,74.0,4.225,457.5,11.0
24.0,74.0,3.85,509.0,11.0
24.0,74.0,3.475,559.75,11.0
24.0,74.0,3.1,610.5,11.0
24.25,74.0,3.35,661.25,8.8
24.5,74.0,3.6,712.0,8.8
24.75,74.0,3.85,612.5,8.8
25.0,74.0,4.1,513.0,8.8
25.25,73.0,4.1,413.5,4.4
25.5,72.0,4.1,314.0,4.4
25.75,71.0,4.1,371.75,4.4
26.0,70.0,4.1,429.5,4.4
25.75,71.0,4.1,487.25,8.8
25.5,72.0,4.1,545.0,8.8
25.25,73.0,4.1,456.0,8.8
25.0,74.0,4.1,367.0,8.8
25.25,71.75,4.5,278.0,11.0
25.5,69.5,4.9,189.0,11.0
25.75,67.25,5.300000000000001,293.5,11.0
26.0,65.0,5.7,398.0,11.0
26.0,66.25,5.550000000000001,502.5,11.0
26.0,67.5,5.4,607.0,11.0
26.0,68.75,5.25,558.25,11.0
26.0,70.0,5.1,509.5,11.0
25.5,72.0,5.375,460.75,11.0
25.0,74.0,5.65,412.0,11.0
24.5,76.0,5.925000000000001,388.0,11.0
24.0,78.0,6.2,364.0,11.0
24.0,78.0,5.675000000000001,340.0,11.0
24.0,78.0,5.15,316.0,11.0
24.0,78.0,4.625,252.5,11.0
24.0,78.0,4.1,189.0,11.0
23.75,79.25,3.6,125.5,5.5
23.5,80.5,3.1,62.0,5.5
23.25,81.75,2.6,53.5,5.5
23.0,83.0,2.1,45.0,5.5
23.0,81.75,2.475,36.5,1.1
23.0,80.5,2.85,28.0,1.1
23.0,79.25,3.225,0.0,1.1
23.0,78.0,3.6,0.0,1.1
22.75,80.5,3.35,0.0,1.1
22.5,83.0,3.1,0.0,1.1
22.25,85.5,2.85,0.0,1.1
22.0,88.0,2.6,0.0,1.1
21.75,89.5,2.6,0.0,0.0
21.5,91.0,2.6,0.0,0.0
21.25,92.5,2.6,0.0,0.0
21.0,94.0,2.6,0.0,0.0
21.0,94.0,2.85,0.0,0.0
21.0,94.0,3.1,0.0,0.0
21.0,94.0,3.35,0.0,0.0
21.0,94.0,3.6,0.0,0.0
21.0,94.0,3.35,0.0,0.0
21.0,94.0,3.1,0.0,0.0
21.0,94.0,2.85,0.0,0.0
21.0,94.0,2.6,0.0,0.0
21.0,94.0,2.6,0.0,0.0
21.0,94.0,2.6,0.0,0.0
21.0,94.0,2.6,0.0,0.0
21.0,94.0,2.6,0.0,0.0
20.75,94.0,2.725,0.0,0.0
20.5,94.0,2.85,0.0,0.0
20.25,94.0,2.975,0.0,0.0
20.0,94.0,3.1,0.0,0.0
20.0,94.0,2.85,0.0,0.0
20.0,94.0,2.6,0.0,0.0
20.0,94.0,2.35,0.0,0.0
20.0,94.0,2.1,0.0,0.0
19.75,95.5,1.95,0.0,0.0
19.5,97.0,1.8,0.0,0.0
19.25,98.5,1.65,0.0,0.0
19.0,100.0,1.5,0.0,0.0
19.0,100.0,1.65,0.0,0.0
19.0,100.0,1.8,0.0,0.0
19.0,100.0,1.95,0.0,0.0
19.0,100.0,2.1,0.0,0.0
19.0,100.0,1.95,0.0,0.0
19.0,100.0,1.8,0.0,0.0
19.0,100.0,1.65,12.5,0.0
19.0,100.0,1.5,25.0,0.0
19.25,100.0,1.5,37.5,0.0
19.5,100.0,1.5,50.0,0.0
19.75,100.0,1.5,60.25,0.0
20.0,100.0,1.5,70.5,0.0
20.25,100.0,1.65,80.75,0.0
20.5,100.0,1.8,91.0,0.0
20.75,100.0,1.95,107.75,0.0
21.0,100.0,2.1,124.5,0.0
21.25,98.5,2.1,141.25,11.0
21.5,97.0,2.1,158.0,11.0
21.75,95.5,2.1,184.5,11.0
22.0,94.0,2.1,211.0,11.0
22.0,94.0,2.475,237.5,11.0
22.0,94.0,2.85,264.0,11.0
22.0,94.0,3.225,230.5,11.0
22.0,94.0,3.6,197.0,11.0
21.75,92.5,3.475,163.5,11.0
21.5,91.0,3.35,130.0,11.0
21.25,89.5,3.225,169.25,11.0
21.0,88.0,3.1,208.5,11.0
21.25,86.75,3.475,247.75,8.8
21.5,85.5,3.85,287.0,8.8
21.75,84.25,4.225,266.25,8.8
22.0,83.0,4.6,245.5,8.8
22.25,80.5,4.475,224.75,4.4
22.5,78.0,4.35,204.0,4.4
22.75,75.5,4.225,204.75,4.4
23.0,73.0,4.1,205.5,4.4
22.5,73.0,3.975,206.25,8.8
22.0,73.0,3.85,207.0,8.8
21.5,73.0,3.725,244.25,8.8
21.0,73.0,3.6,281.5,8.8
21.5,72.0,3.475,318.75,11.0
22.0,71.0,3.35,356.0,11.0
22.5,70.0,3.225,465.25,11.0
23.0,69.0,3.1,574.5,11.0
23.25,67.0,3.35,683.75,11.0
23.5,65.0,3.6,793.0,11.0
23.75,63.0,3.85,773.5,11.0
24.0,61.0,4.1,754.0,11.0
24.0,61.0,4.1,734.5,11.0
24.0,61.0,4.1,715.0,11.0
24.0,61.0,4.1,685.75,11.0
24.0,61.0,4.1,656.5,11.0
24.0,61.0,4.1,627.25,11.0
24.0,61.0,4.1,598.0,11.0
24.0,61.0,4.1,468.25,11.0
24.0,61.0,4.1,338.5,11.0
23.5,61.75,3.975,208.75,5.5
23.0,62.5,3.85,79.0,5.5
22.5,63.25,3.725,65.75,5.5
22.0,64.0,3.6,52.5,5.5
21.6,65.25,3.6,39.25,1.1
21.2,66.5,3.6,26.0,1.1
20.8,67.75,3.6,0.0,1.1
20.4,69.0,3.6,0.0,1.1
20.05,70.0,3.6,0.0,1.1
19.7,71.0,3.6,0.0,1.1
19.35,72.0,3.6,0.0,1.1
19.0,73.0,3.6,0.0,1.1
18.75,74.0,3.35,0.0,0.0
18.5,75.0,3.1,0.0,0.0
18.25,76.0,2.85,0.0,0.0
18.0,77.0,2.6,0.0,0.0
17.75,78.25,2.85,0.0,0.0
17.5,79.5,3.1,0.0,0.0
17.25,80.75,3.35,0.0,0.0
17.0,82.0,3.6,0.0,0.0
17.0,82.0,3.475,0.0,0.0
17.0,82.0,3.35,0.0,0.0
17.0,82.0,3.225,0.0,0.0
17.0,82.0,3.1,0.0,0.0
16.75,83.5,2.975,0.0,0.0
16.5,85.0,2.85,0.0,0.0
16.25,86.5,2.725,0.0,0.0
16.0,88.0,2.6,0.0,0.0
16.0,88.0,2.85,0.0,0.0
16.0,88.0,3.1,0.0,0.0
16.0,88.0,3.35,0.0,0.0
16.0,88.0,3.6,0.0,0.0
15.75,89.5,3.475,0.0,0.0
15.5,91.0,3.35,0.0,0.0
15.25,92.5,3.225,0.0,0.0
15.0,94.0,3.1,0.0,0.0
14.75,95.5,2.975,0.0,0.0
14.5,97.0,2.85,0.0,0.0
14.25,98.5,2.725,0.0,0.0
14.0,100.0,2.6,0.0,0.0
14.0,98.5,2.475,0.0,0.0
14.0,97.0,2.35,0.0,0.0
14.0,95.5,2.225,0.0,0.0
14.0,94.0,2.1,0.0,0.0
14.0,94.0,1.95,0.0,0.0
14.0,94.0,1.8,0.0,0.0
14.0,94.0,1.65,48.5,0.0
14.0,94.0,1.5,97.0,0.0
14.5,92.5,1.775,145.5,0.0
15.0,91.0,2.05,194.0,0.0
15.5,89.5,2.325,291.0,0.0
16.0,88.0,2.6,388.0,0.0
16.25,86.5,2.725,485.0,0.0
16.5,85.0,2.85,582.0,0.0
16.75,83.5,2.975,558.25,0.0
17.0,82.0,3.1,534.5,0.0
17.25,79.75,2.975,510.75,0.0
17.5,77.5,2.85,487.0,0.0
17.75,75.25,2.725,571.75,0.0
18.0,73.0,2.6,656.5,0.0
18.25,70.75,2.475,741.25,0.0
18.5,68.5,2.35,826.0,0.0
18.75,66.25,2.225,846.0,0.0
19.0,64.0,2.1,866.0,0.0
19.5,62.0,2.35,886.0,0.0
20.0,60.0,2.6,906.0,0.0
20.5,58.0,2.85,918.5,0.0
21.0,56.0,3.1,931.0,0.0
21.5,54.5,3.1,943.5,0.0
22.0,53.0,3.1,956.0,0.0
22.5,51.5,3.1,958.5,0.0
23.0,50.0,3.1,961.0,0.0
23.0,48.5,2.975,963.5,0.0
23.0,47.0,2.85,966.0,0.0
23.0,45.5,2.725,937.0,0.0
23.0,44.0,2.6,908.0,0.0
23.25,44.75,2.725,879.0,0.0
23.5,45.5,2.85,850.0,0.0
23.75,46.25,2.975,865.0,0.0
24.0,47.0,3.1,880.0,0.0
23.75,47.0,3.225,895.0,0.0
23.5,47.0,3.35,910.0,0.0
23.25,47.0,3.475,885.75,0.0
23.0,47.0,3.6,861.5,0.0
23.25,47.0,3.6,837.25,0.0
23.5,47.0,3.6,813.0,0.0
23.75,47.0,3.6,758.5,0.0
24.0,47.0,3.6,704.0,0.0
23.75,47.75,3.85,649.5,0.0
23.5,48.5,4.1,595.0,0.0
23.25,49.25,4.35,526.0,0.0
23.0,50.0,4.6,457.0,0.0
23.0,50.0,4.225,388.0,0.0
23.0,50.0,3.85,319.0,0.0
23.0,50.0,3.475,332.5,0.0
23.0,50.0,3.1,346.0,0.0
22.75,50.75,2.975,359.5,0.0
22.5,51.5,2.85,373.0,0.0
22.25,52.25,2.725,289.25,0.0
22.0,53.0,2.6,205.5,0.0
21.5,53.75,2.475,121.75,0.0
21.0,54.5,2.35,38.0,0.0
20.5,55.25,2.225,0.0,0.0
20.0,56.0,2.1,0.0,0.0
19.75,58.0,2.1,0.0,0.0
19.5,60.0,2.1,0.0,0.0
19.25,62.0,2.1,0.0,0.0
19.0,64.0,2.1,0.0,0.0
19.0,64.0,1.575,0.0,0.0
19.0,64.0,1.05,0.0,0.0
19.0,64.0,0.525,0.0,0.0
19.0,64.0,0.0,0.0,0.0
18.75,66.25,0.375,0.0,0.0
18.5,68.5,0.75,0.0,0.0
18.25,70.75,1.125,0.0,0.0
18.0,73.0,1.5,0.0,0.0
17.75,74.0,1.65,0.0,0.0
17.5,75.0,1.8,0.0,0.0
17.25,76.0,1.95,0.0,0.0
17.0,77.0,2.1,0.0,0.0
16.75,78.25,2.1,0.0,0.0
16.5,79.5,2.1,0.0,0.0
16.25,80.75,2.1,0.0,0.0
16.0,82.0,2.1,0.0,0.0
16.0,82.0,1.95,0.0,0.0
16.0,82.0,1.8,0.0,0.0
16.0,82.0,1.65,0.0,0.0
16.0,82.0,1.5,0.0,0.0
15.75,82.0,1.775,0.0,0.0
15.5,82.0,2.05,0.0,0.0
15.25,82.0,2.325,0.0,0.0
15.0,82.0,2.6,0.0,0.0
14.75,83.5,2.325,0.0,0.0
14.5,85.0,2.05,0.0,0.0
14.25,86.5,1.775,0.0,0.0
14.0,88.0,1.5,0.0,0.0
14.0,88.0,1.5,0.0,0.0
14.0,88.0,1.5,0.0,0.0
14.0,88.0,1.5,0.0,0.0
14.0,88.0,1.5,0.0,0.0
14.0,86.5,1.65,0.0,0.0
14.0,85.0,1.8,0.0,0.0
14.0,83.5,1.95,81.25,0.0
14.0,82.0,2.1,162.5,0.0
14.25,80.75,2.1,243.75,0.0
14.5,79.5,2.1,325.0,0.0
14.75,78.25,2.1,370.5,0.0
